CT_Hownet, step1-2 runtime: 182.32613492012024
CT_Hownet, step3 runtime: 540.5961256027222
CT_MLM, step1-2 runtime: 148.75902891159058
CT_MLM, step3 runtime: 528.3401322364807
CT_Comp, step1-2 runtime: 151.46955275535583
CT_Comp, step3 runtime: 519.3717377185822
JD_Homophone, step1-2 runtime: 34.19832491874695
JD_Homophone, step3 runtime: 419.98613023757935
JD_Homophone, step4 runtime: 0.18771910667419434
JD_Homophone, step5 runtime: 0.8090884685516357
JD_Morphonym, step1-2 runtime: 35.58147072792053
JD_Morphonym, step3 runtime: 408.6638734340668
JD_Morphonym, step4 runtime: 0.1833815574645996
JD_Morphonym, step5 runtime: 0.8504679203033447
JD_Hownet, step1-2 runtime: 38.07387375831604
JD_Hownet, step3 runtime: 412.17217540740967
JD_Hownet, step4 runtime: 0.19056034088134766
JD_Hownet, step5 runtime: 1.066570520401001
JD_MLM, step1-2 runtime: 38.63350820541382
JD_MLM, step3 runtime: 438.3528230190277
JD_MLM, step4 runtime: 0.1874864101409912
JD_MLM, step4 runtime: 0.19174766540527344
JD_MLM, step5 runtime: 0.514256477355957
JD_Comp, step1-2 runtime: 35.470035791397095
JD_Comp, step3 runtime: 424.34253096580505
JD_Comp, step4 runtime: 0.19414687156677246
JD_Comp, step5 runtime: 0.5713622570037842
JD_MLM, step1-2 runtime: 36.42608904838562
JD_MLM, step3 runtime: 432.1613926887512
JD_MLM, step4 runtime: 0.18352103233337402
JD_MLM, step5 runtime: 0.4802548885345459
JD_Homophone, step6 runtime: 142.0565626144409

CT_Homophone, step1-2 runtime: 216.15451216697693
CT_Homophone, step3 runtime: 584.8624782562256
CT_Homophone, step4 runtime: 0.392927885055542
CT_Homophone, step5 runtime: 1.0040712356567383
CT_Homophone, step6 runtime: 175.2490264892578

CT_Homophone_test, step1-2 runtime: 223.78023171424866
CT_Homophone_test, step3 runtime: 833.7984621524811
CT_Homophone_test, step4 runtime: 0.3798253536224365
CT_Homophone_test, step4 runtime: 0.5645854473114014
CT_Homophone_test, step5 runtime: 1.1134989261627197
CT_Homophone_test, step6 runtime: 201.12466621398926

CT_Homophone_test, step1-2 runtime: 218.2799973487854
CT_Homophone_test, step3 runtime: 292.6049745082855
CT_Homophone_test, step4 runtime: 0.23293328285217285
CT_Homophone_test, step4 runtime: 0.23210811614990234
CT_Homophone_test, step5 runtime: 1.2995409965515137
CT_Hownet, step1-2 runtime: 174.76187562942505
CT_Hownet, step3 runtime: 625.3571908473969
CT_Hownet, step4 runtime: 0.364656925201416
CT_Hownet, step5 runtime: 0.8719139099121094
CT_Hownet, step5 runtime: 0.7837674617767334
CT_Hownet, step6 runtime: 178.28445568084715

CT_Homophone, step1-2 runtime: 214.56476593017578
CT_Homophone, step3 runtime: 690.4156813621521
CT_Homophone, step4 runtime: 0.3919799327850342
CT_Homophone, step5 runtime: 0.9835858345031738
CT_Homophone, step6 runtime: 188.91956477165223

CT_Homophone, step1-2 runtime: 218.45866298675537
CT_Homophone, step3 runtime: 702.7825109958649
CT_Homophone, step4 runtime: 0.4042224884033203
CT_Homophone, step5 runtime: 0.9747507572174072
CT_Homophone, step6 runtime: 183.73278923034667

hc3_finance, step1-2 runtime: 0.1560525894165039
hc3_finance, step3 runtime: 338.15312218666077
hc3_finance, step4 runtime: 0.011381864547729492
hc3_finance, step5 runtime: 0.00887751579284668
hc3_finance, step6 runtime: 106.48915514945985

hc3_finance, step1-2 runtime: 0.04561948776245117
hc3_finance, step3 runtime: 351.3949513435364
hc3_finance, step4 runtime: 0.01097726821899414
hc3_finance, step5 runtime: 0.009295463562011719
hc3_finance, step6 runtime: 97.88476796150206

hc3_finance, step1-2 runtime: 0.028893470764160156
hc3_finance, step3 runtime: 340.5688693523407
hc3_finance, step4 runtime: 0.009563446044921875
hc3_finance, step5 runtime: 0.009262323379516602
hc3_finance, step6 runtime: 96.54709525108336

